Car_ID,Component,Mileage,Car_Age,Part_Age,Temp_Exposure,Service_Count,Driving_Style,Failed_Next_30_Days
11694,Engine,164054,14.2,802,40.6,3,Aggressive,Yes
11695,Battery,57433,7.0,386,29.0,5,Conservative,No
11696,Brakes,112955,1.0,130,37.1,4,Moderate,No
11697,Engine,41660,6.9,561,23.4,0,Moderate,No
11698,Battery,51824,6.0,664,45.2,6,Aggressive,Yes
11699,Brakes,96485,1.6,553,30.8,1,Aggressive,Yes
11700,Brakes,150986,13.9,893,45.2,0,Moderate,Yes
11701,Battery,87485,7.7,72,49.3,7,Conservative,Yes
11702,Engine,74961,9.8,117,26.2,1,Aggressive,No
11703,Brakes,90981,9.9,940,49.5,7,Aggressive,Yes
11704,Engine,119781,12.5,451,47.5,0,Moderate,Yes
11705,Brakes,194264,11.5,644,35.7,1,Moderate,Yes
11706,Brakes,185991,5.7,998,42.2,6,Conservative,Yes
11707,Battery,94989,10.1,744,37.8,1,Moderate,Yes
11708,Battery,57277,7.6,331,40.0,9,Aggressive,Yes
11709,Brakes,37319,5.7,922,38.8,6,Moderate,Yes
11710,Engine,27311,6.3,236,20.4,0,Aggressive,No
11711,Engine,17765,5.3,369,43.3,2,Aggressive,Yes
11712,Engine,63153,5.4,895,44.9,6,Conservative,Yes
11713,Brakes,144285,10.6,571,41.9,3,Aggressive,Yes
11714,Brakes,116411,3.8,531,32.4,6,Conservative,Yes
11715,Battery,81914,1.9,803,47.8,1,Conservative,Yes
11716,Battery,23423,6.3,901,24.3,1,Moderate,No
11717,Brakes,90726,2.8,793,32.4,0,Aggressive,Yes
11718,Engine,198921,13.5,688,37.1,2,Conservative,Yes
11719,Battery,91128,2.9,633,29.3,2,Conservative,Yes
11720,Brakes,193044,8.8,122,24.3,0,Moderate,Yes
11721,Engine,32475,3.6,277,40.2,2,Conservative,No
11722,Battery,11895,10.8,336,32.5,3,Aggressive,Yes
11723,Brakes,42218,7.3,178,27.5,2,Aggressive,No
11724,Brakes,198650,14.4,857,29.9,4,Aggressive,Yes
11725,Battery,70111,13.6,743,35.3,8,Moderate,Yes
11726,Battery,154268,1.8,38,31.8,6,Moderate,No
11727,Battery,190099,9.1,30,41.8,10,Conservative,Yes
11728,Brakes,186672,7.7,666,29.9,7,Moderate,Yes
11729,Engine,79709,3.5,143,26.9,4,Moderate,No
11730,Engine,15499,10.7,496,22.7,2,Moderate,Yes
11731,Engine,100914,2.1,849,25.8,5,Moderate,No
11732,Battery,159231,13.2,785,32.8,1,Conservative,Yes
11733,Engine,49247,8.4,160,29.6,6,Conservative,Yes
11734,Brakes,113497,12.6,923,27.2,2,Conservative,Yes
11735,Brakes,119657,3.0,101,45.2,7,Moderate,Yes
11736,Battery,185143,9.4,373,30.8,9,Aggressive,Yes
11737,Battery,183005,8.2,120,20.4,4,Moderate,Yes
11738,Battery,66448,1.8,471,28.5,9,Conservative,No
11739,Brakes,190458,3.4,630,45.5,7,Conservative,Yes
11740,Engine,48022,7.6,523,35.5,9,Aggressive,Yes
11741,Engine,178281,3.5,425,46.4,9,Moderate,Yes
11742,Brakes,23354,12.8,439,25.1,4,Moderate,Yes
11743,Battery,55450,13.6,849,26.0,6,Conservative,Yes
11744,Battery,36773,12.1,583,35.0,3,Aggressive,Yes
11745,Battery,142632,1.3,965,43.2,0,Aggressive,Yes
11746,Battery,24748,12.5,325,44.5,4,Moderate,Yes
11747,Engine,41480,4.9,354,27.9,8,Aggressive,No
11748,Brakes,164022,8.8,311,29.6,6,Conservative,Yes
11749,Brakes,121677,3.2,890,36.8,4,Moderate,Yes
11750,Engine,136113,10.6,128,34.1,6,Conservative,Yes
11751,Brakes,164077,10.7,382,38.7,5,Aggressive,Yes
11752,Battery,68262,11.8,98,39.3,9,Moderate,Yes
11753,Engine,113054,4.5,906,43.8,9,Moderate,Yes
11754,Engine,135727,15.0,909,21.3,7,Moderate,Yes
11755,Engine,72791,9.0,509,26.5,1,Aggressive,Yes
11756,Engine,162164,3.8,225,49.7,8,Moderate,Yes
11757,Engine,185053,9.2,711,29.7,1,Moderate,Yes
11758,Brakes,73818,13.1,395,48.8,6,Aggressive,Yes
11759,Brakes,153440,9.0,53,37.5,8,Conservative,Yes
11760,Battery,71418,9.8,796,22.8,9,Conservative,Yes
11761,Battery,178464,13.8,638,34.7,3,Moderate,Yes
11762,Brakes,112889,1.5,709,46.4,7,Conservative,Yes
11763,Battery,105936,11.8,28,34.5,5,Conservative,Yes
11764,Brakes,121999,8.7,311,43.3,7,Conservative,Yes
11765,Brakes,23980,11.9,69,22.6,10,Aggressive,No
11766,Brakes,149746,6.1,465,40.2,7,Aggressive,Yes
11767,Engine,75524,9.7,75,23.5,7,Aggressive,No
11768,Brakes,86966,6.4,613,31.7,4,Conservative,Yes
11769,Battery,185433,8.9,909,35.3,2,Moderate,Yes
11770,Brakes,34218,4.2,263,41.9,2,Conservative,No
11771,Brakes,83056,9.8,657,39.8,5,Conservative,Yes
11772,Engine,17264,5.3,913,23.3,3,Aggressive,No
11773,Battery,117412,5.9,581,46.7,9,Conservative,Yes
11774,Engine,114226,10.3,854,48.9,4,Aggressive,Yes
11775,Brakes,33634,7.1,509,47.3,8,Conservative,Yes
11776,Engine,109532,3.2,28,20.7,10,Conservative,No
11777,Battery,143233,9.6,497,23.9,1,Moderate,Yes
11778,Battery,184244,3.4,612,35.9,3,Moderate,Yes
11779,Engine,194372,1.4,92,43.0,7,Aggressive,Yes
11780,Engine,136159,7.0,138,28.3,0,Moderate,Yes
11781,Battery,113308,8.6,149,45.4,10,Aggressive,Yes
11782,Engine,136863,10.5,619,37.1,10,Conservative,Yes
11783,Brakes,170828,4.9,822,38.9,1,Conservative,Yes
11784,Brakes,161399,12.9,404,32.7,9,Aggressive,Yes
11785,Brakes,179350,6.3,267,21.7,10,Moderate,Yes
11786,Brakes,20156,1.4,178,46.0,2,Conservative,No
11787,Brakes,138654,1.3,315,37.7,3,Moderate,Yes
11788,Engine,80790,2.6,408,21.8,9,Conservative,No
11789,Brakes,138866,6.5,619,38.3,6,Conservative,Yes
11790,Brakes,42479,14.0,376,25.6,9,Conservative,Yes
11791,Brakes,74147,14.1,513,33.3,4,Aggressive,Yes
11792,Battery,122515,13.2,650,44.4,4,Conservative,Yes
11793,Brakes,42236,9.6,99,25.3,0,Aggressive,No
11794,Battery,62685,12.6,274,48.8,2,Aggressive,Yes
11795,Battery,141334,1.8,353,30.8,7,Aggressive,Yes
11796,Battery,92425,2.9,476,46.4,9,Aggressive,Yes
11797,Brakes,153882,1.3,390,49.4,10,Aggressive,Yes
11798,Battery,129910,1.1,251,46.8,8,Conservative,Yes
11799,Brakes,12420,7.0,827,33.8,3,Aggressive,Yes
11800,Brakes,136619,8.1,641,39.1,9,Conservative,Yes
11801,Battery,49552,3.8,356,49.1,8,Conservative,Yes
11802,Battery,35107,3.7,620,43.3,2,Conservative,Yes
11803,Brakes,16511,1.3,225,45.3,9,Moderate,No
11804,Engine,80527,4.1,222,28.8,5,Aggressive,Yes
11805,Brakes,144446,14.4,526,42.6,2,Conservative,Yes
11806,Brakes,125926,10.5,750,23.4,5,Moderate,Yes
11807,Brakes,171019,8.6,89,23.5,8,Aggressive,Yes
11808,Engine,117344,7.1,711,46.3,8,Conservative,Yes
11809,Brakes,168062,14.7,742,23.5,8,Aggressive,Yes
11810,Battery,35830,4.7,575,40.3,0,Aggressive,Yes
11811,Engine,98872,12.4,300,20.9,10,Aggressive,Yes
11812,Battery,170599,14.3,869,37.5,0,Moderate,Yes
11813,Battery,63372,1.2,448,46.3,7,Moderate,No
11814,Brakes,119941,9.2,430,36.1,3,Aggressive,Yes
11815,Battery,120684,3.5,64,38.3,4,Conservative,Yes
11816,Brakes,135783,10.5,389,27.4,9,Moderate,Yes
11817,Battery,172012,12.6,573,25.0,0,Conservative,Yes
11818,Engine,156971,12.5,29,29.2,7,Conservative,Yes
11819,Brakes,150601,10.4,944,26.6,3,Aggressive,Yes
11820,Engine,66357,7.2,412,21.2,2,Conservative,No
11821,Battery,25831,3.9,903,49.6,10,Moderate,Yes
11822,Engine,11712,14.7,538,39.5,9,Moderate,Yes
11823,Engine,132715,4.5,468,45.0,2,Aggressive,Yes
11824,Engine,186458,2.7,41,38.7,5,Conservative,Yes
11825,Brakes,37241,4.5,121,25.0,7,Aggressive,No
11826,Engine,152588,2.1,215,49.1,8,Aggressive,Yes
11827,Battery,15338,2.9,483,43.0,5,Conservative,No
11828,Battery,55208,7.1,886,38.1,8,Conservative,Yes
11829,Engine,111460,2.6,176,49.0,3,Moderate,Yes
11830,Brakes,182235,3.1,209,28.9,2,Aggressive,Yes
11831,Engine,143571,5.6,399,48.7,2,Conservative,Yes
11832,Battery,54783,4.3,94,32.3,1,Aggressive,No
11833,Battery,10517,3.0,556,45.9,5,Moderate,No
11834,Engine,98247,14.8,536,48.4,10,Aggressive,Yes
11835,Engine,112726,10.7,221,30.5,7,Aggressive,Yes
11836,Brakes,174485,9.4,160,21.3,5,Moderate,Yes
11837,Battery,55093,14.9,192,38.5,2,Moderate,Yes
11838,Battery,70799,2.5,421,38.6,10,Conservative,No
11839,Engine,117621,8.3,86,42.8,1,Moderate,Yes
11840,Engine,174945,1.8,887,42.3,1,Aggressive,Yes
11841,Engine,45840,6.0,919,43.5,7,Aggressive,Yes
11842,Battery,91641,8.2,919,28.6,9,Conservative,Yes
11843,Brakes,117167,9.0,528,20.5,2,Aggressive,Yes
11844,Engine,157470,2.5,392,39.8,7,Conservative,Yes
11845,Engine,66431,7.6,283,25.4,1,Moderate,No
11846,Battery,133295,1.3,628,31.2,1,Aggressive,Yes
11847,Battery,11250,5.8,559,37.8,2,Moderate,Yes
11848,Engine,186450,5.2,307,41.9,7,Conservative,Yes
11849,Brakes,193641,12.4,121,41.1,4,Conservative,Yes
11850,Engine,87346,1.2,73,22.4,6,Conservative,No
11851,Engine,168111,5.3,703,43.0,10,Moderate,Yes
11852,Battery,77461,10.8,381,25.0,5,Moderate,Yes
11853,Brakes,132419,2.8,837,29.5,0,Moderate,Yes
11854,Engine,83488,2.0,13,35.6,10,Aggressive,Yes
11855,Engine,170391,8.9,186,38.5,10,Conservative,Yes
11856,Battery,114490,3.4,471,24.8,4,Conservative,Yes
11857,Battery,107192,11.0,616,29.5,2,Moderate,Yes
11858,Brakes,108208,12.4,857,30.1,0,Aggressive,Yes
11859,Brakes,17970,9.5,677,33.8,2,Conservative,No
11860,Brakes,129793,11.9,907,24.7,6,Moderate,Yes
11861,Brakes,45858,13.3,345,38.7,4,Aggressive,Yes
11862,Engine,159237,9.9,892,26.6,4,Aggressive,Yes
11863,Engine,71246,11.1,792,48.6,1,Conservative,Yes
11864,Brakes,38896,12.2,260,24.2,3,Aggressive,Yes
11865,Brakes,117424,8.2,616,32.2,6,Conservative,Yes
11866,Engine,82307,11.3,137,46.1,10,Aggressive,Yes
11867,Engine,57939,3.4,951,22.5,0,Moderate,Yes
11868,Brakes,115051,1.5,334,32.6,0,Moderate,No
11869,Battery,193908,5.2,760,27.6,10,Moderate,Yes
11870,Battery,89295,2.9,77,41.5,0,Moderate,Yes
11871,Brakes,170022,9.9,984,30.8,10,Aggressive,Yes
11872,Battery,174287,2.3,356,22.8,8,Moderate,Yes
11873,Battery,15179,10.5,322,28.3,6,Moderate,No
11874,Battery,69992,8.4,582,37.4,2,Conservative,Yes
11875,Engine,90702,11.2,765,38.9,7,Conservative,Yes
11876,Brakes,182533,5.7,515,48.7,3,Moderate,Yes
11877,Battery,80570,2.5,259,23.1,9,Conservative,No
11878,Engine,126269,13.9,49,42.9,6,Conservative,Yes
11879,Engine,36897,5.7,635,39.6,10,Aggressive,Yes
11880,Engine,195415,6.8,736,34.5,4,Conservative,Yes
11881,Brakes,42420,11.8,843,33.4,8,Conservative,Yes
11882,Engine,187344,9.8,964,21.0,3,Conservative,Yes
11883,Battery,178045,10.3,762,35.3,3,Conservative,Yes
11884,Engine,45641,2.3,33,38.3,4,Moderate,No
11885,Brakes,94711,13.3,81,36.2,3,Moderate,Yes
11886,Engine,166213,1.4,130,47.0,9,Aggressive,Yes
11887,Brakes,97284,4.0,88,21.7,7,Aggressive,No
11888,Battery,164348,6.3,16,25.6,8,Conservative,Yes
11889,Engine,134478,12.3,491,34.4,2,Moderate,Yes
11890,Battery,196925,14.3,668,34.8,1,Aggressive,Yes
11891,Brakes,43749,8.0,307,21.9,10,Conservative,No
11892,Brakes,121145,12.2,85,50.0,5,Moderate,Yes
11893,Battery,118818,7.4,730,34.5,7,Conservative,Yes
11894,Engine,94225,13.6,317,47.7,1,Aggressive,Yes
11895,Brakes,109793,9.3,105,22.6,5,Aggressive,Yes
11896,Brakes,93012,3.0,321,24.2,9,Conservative,No
11897,Brakes,122993,9.0,930,33.4,8,Moderate,Yes
11898,Brakes,12663,1.7,488,36.7,8,Aggressive,No
11899,Engine,78545,2.6,259,34.9,10,Moderate,Yes
11900,Engine,86032,13.8,997,46.3,7,Aggressive,Yes
11901,Engine,89948,2.3,254,22.1,1,Aggressive,No
11902,Battery,177157,13.1,65,22.1,3,Aggressive,Yes
11903,Brakes,133806,8.1,637,47.5,8,Aggressive,Yes
11904,Battery,108833,1.2,868,41.2,4,Aggressive,Yes
11905,Engine,41274,14.2,55,24.5,2,Aggressive,Yes
11906,Brakes,75469,10.1,287,21.5,5,Moderate,Yes
11907,Engine,156810,4.6,939,27.6,2,Conservative,Yes
11908,Engine,44286,12.1,620,31.7,10,Conservative,Yes
11909,Brakes,194265,7.7,852,31.1,1,Moderate,Yes
11910,Battery,158667,6.3,698,31.6,0,Moderate,Yes
11911,Battery,117502,4.7,102,24.4,3,Moderate,No
11912,Battery,178245,12.5,585,26.6,8,Moderate,Yes
11913,Battery,99372,2.5,346,45.1,9,Conservative,Yes
11914,Engine,92233,12.8,247,24.4,10,Conservative,Yes
11915,Engine,116188,1.7,988,47.9,0,Aggressive,Yes
11916,Brakes,146259,9.8,848,41.5,0,Conservative,Yes
11917,Engine,140920,8.8,259,46.6,3,Aggressive,Yes
11918,Brakes,199320,10.8,853,36.8,4,Moderate,Yes
11919,Battery,192735,2.1,66,49.5,6,Moderate,Yes
11920,Brakes,34603,4.0,163,48.0,2,Aggressive,Yes
11921,Brakes,61607,6.3,357,35.3,3,Moderate,No
11922,Brakes,171206,6.4,58,29.9,0,Conservative,Yes
11923,Brakes,152846,3.0,334,24.4,10,Moderate,Yes
11924,Engine,60531,12.2,523,31.2,5,Conservative,Yes
11925,Battery,19909,9.6,863,35.4,7,Aggressive,Yes
11926,Engine,166040,9.6,660,34.0,0,Moderate,Yes
11927,Battery,35931,14.0,270,30.7,8,Conservative,Yes
11928,Brakes,175193,7.0,950,35.6,0,Aggressive,Yes
11929,Engine,118358,5.4,160,25.5,1,Moderate,Yes
11930,Battery,113251,9.4,255,32.1,10,Moderate,Yes
11931,Brakes,97024,9.3,851,30.7,8,Moderate,Yes
11932,Engine,198373,3.4,534,47.0,9,Conservative,Yes
11933,Battery,75898,12.5,277,27.3,1,Conservative,No
11934,Brakes,75654,3.5,914,46.2,3,Moderate,Yes
11935,Engine,95468,13.6,831,23.2,3,Aggressive,Yes
11936,Brakes,78923,10.1,33,36.3,4,Moderate,Yes
11937,Engine,19585,3.4,634,21.4,7,Moderate,No
11938,Battery,193586,12.1,456,37.9,7,Aggressive,Yes
11939,Battery,157969,5.5,667,48.7,4,Moderate,Yes
11940,Brakes,37046,7.6,530,29.0,1,Aggressive,Yes
11941,Brakes,167673,3.1,185,43.7,1,Conservative,Yes
11942,Brakes,137571,8.5,215,44.4,3,Aggressive,Yes
11943,Battery,100578,14.5,645,47.7,7,Moderate,Yes
11944,Battery,99870,2.8,152,20.1,2,Aggressive,No
11945,Battery,172637,7.1,684,34.7,10,Aggressive,Yes
11946,Engine,149960,1.6,362,43.4,5,Conservative,Yes
11947,Engine,180471,9.3,569,36.4,9,Conservative,Yes
11948,Brakes,192408,2.6,586,35.3,6,Conservative,Yes
11949,Battery,18834,6.2,703,29.7,6,Moderate,Yes
11950,Battery,16308,9.9,415,29.2,3,Aggressive,No
11951,Engine,22931,8.2,635,30.1,0,Conservative,Yes
11952,Battery,189284,3.5,966,29.8,6,Conservative,Yes
11953,Brakes,118266,3.4,627,36.1,2,Aggressive,Yes
11954,Battery,74044,8.1,337,45.9,1,Aggressive,Yes
11955,Brakes,79663,8.3,281,24.6,0,Conservative,Yes
11956,Brakes,81454,5.1,451,41.4,2,Aggressive,Yes
11957,Engine,90667,5.7,761,35.0,9,Moderate,Yes
11958,Engine,32900,12.2,934,40.1,9,Aggressive,Yes
11959,Engine,38223,10.0,44,35.3,10,Aggressive,Yes
11960,Engine,152266,1.5,291,26.4,5,Conservative,Yes
11961,Engine,169414,1.6,954,24.1,1,Conservative,Yes
11962,Engine,93197,13.3,447,39.2,7,Aggressive,Yes
11963,Battery,108543,2.0,475,49.7,7,Moderate,Yes
11964,Brakes,197438,10.8,755,32.5,5,Conservative,Yes
11965,Battery,71614,3.1,439,20.8,10,Moderate,No
11966,Engine,101618,1.2,149,40.8,1,Conservative,Yes
11967,Engine,198706,11.9,533,44.8,10,Aggressive,Yes
11968,Brakes,54209,5.6,76,33.8,0,Conservative,No
11969,Brakes,102604,10.2,389,39.5,2,Moderate,Yes
11970,Battery,124106,8.9,944,45.5,4,Moderate,Yes
11971,Engine,52324,8.7,466,45.0,1,Aggressive,Yes
11972,Brakes,139660,3.9,138,43.5,4,Moderate,Yes
11973,Engine,178418,1.3,289,30.7,4,Moderate,Yes
11974,Engine,54359,8.0,752,47.1,9,Aggressive,Yes
11975,Battery,50246,7.8,292,43.2,3,Moderate,Yes
11976,Engine,189054,1.3,894,47.6,4,Moderate,Yes
11977,Battery,110532,13.7,159,39.1,2,Moderate,Yes
11978,Brakes,168361,5.3,580,28.6,2,Conservative,Yes
11979,Battery,101580,9.1,383,31.1,8,Moderate,Yes
11980,Brakes,187914,11.7,266,48.6,3,Aggressive,Yes
11981,Brakes,124995,2.3,442,24.4,5,Conservative,No
11982,Battery,157783,4.0,120,35.1,10,Moderate,Yes
11983,Battery,111372,10.4,604,29.7,6,Conservative,Yes
11984,Brakes,97543,6.6,434,20.3,10,Aggressive,Yes
11985,Brakes,47112,4.9,761,29.4,3,Conservative,Yes
11986,Battery,39324,12.9,154,33.8,3,Moderate,Yes
11987,Battery,136030,12.3,796,39.7,9,Moderate,Yes
11988,Brakes,85736,10.6,179,33.1,10,Moderate,Yes
11989,Battery,68429,7.2,51,31.0,5,Moderate,No
11990,Engine,96654,8.2,324,28.1,1,Moderate,Yes
11991,Engine,46864,3.2,620,29.9,8,Conservative,No
11992,Brakes,166658,7.1,395,35.4,1,Moderate,Yes
11993,Battery,11439,12.6,723,35.7,1,Moderate,Yes
11994,Brakes,125662,6.9,587,23.5,5,Moderate,Yes
11995,Engine,25699,5.2,526,40.2,6,Conservative,Yes
11996,Brakes,13464,13.1,168,31.3,7,Conservative,No
11997,Engine,76836,9.0,761,43.9,3,Moderate,Yes
11998,Battery,80527,13.7,470,49.3,4,Moderate,Yes
11999,Engine,142172,12.1,389,30.1,5,Moderate,Yes
12000,Brakes,88194,9.6,249,42.2,2,Conservative,Yes
12001,Brakes,190859,12.8,728,24.1,4,Aggressive,Yes
12002,Battery,25051,5.0,862,32.4,3,Conservative,No
12003,Battery,173593,9.4,793,42.1,2,Conservative,Yes
12004,Battery,112361,9.8,940,30.9,5,Moderate,Yes
12005,Engine,107253,1.2,996,45.6,5,Moderate,Yes
12006,Brakes,133604,6.0,211,42.1,2,Conservative,Yes
12007,Engine,149688,8.4,650,48.3,10,Aggressive,Yes
12008,Engine,100175,4.9,871,27.5,5,Aggressive,Yes
12009,Engine,194144,12.7,609,49.7,5,Conservative,Yes
12010,Brakes,61716,1.7,404,44.4,2,Conservative,No
12011,Battery,75812,13.1,418,20.7,4,Moderate,Yes
12012,Engine,34408,7.8,243,42.5,8,Moderate,Yes
12013,Engine,128131,4.7,740,44.0,6,Conservative,Yes
12014,Brakes,90868,8.6,44,33.3,1,Aggressive,Yes
12015,Battery,46451,12.2,243,29.7,5,Conservative,Yes
12016,Battery,192543,11.4,390,35.0,1,Aggressive,Yes
12017,Brakes,123117,2.8,531,46.5,0,Aggressive,Yes
12018,Brakes,36920,13.5,272,22.6,5,Conservative,No
12019,Brakes,117737,10.6,308,37.9,6,Aggressive,Yes
12020,Engine,92132,1.6,181,48.5,0,Aggressive,Yes
12021,Brakes,141592,5.6,177,31.8,7,Aggressive,Yes
12022,Brakes,45628,7.9,140,41.5,1,Aggressive,Yes
12023,Engine,125338,9.1,919,32.2,0,Moderate,Yes
12024,Battery,38760,8.5,717,47.1,0,Aggressive,Yes
12025,Brakes,185454,14.3,607,45.0,2,Moderate,Yes
12026,Engine,12261,11.4,226,30.9,1,Conservative,No
12027,Brakes,178643,11.9,640,26.4,5,Moderate,Yes
12028,Battery,157899,5.2,527,39.8,7,Conservative,Yes
12029,Brakes,184904,11.2,657,22.1,6,Conservative,Yes
12030,Brakes,30815,6.7,692,27.7,6,Moderate,No
12031,Engine,58292,7.1,238,40.0,1,Conservative,Yes
12032,Brakes,125373,8.0,666,45.8,7,Moderate,Yes
12033,Engine,86746,6.2,663,29.1,5,Aggressive,Yes
12034,Engine,121703,4.1,460,43.5,4,Conservative,Yes
12035,Battery,96526,3.4,41,44.8,4,Aggressive,Yes
12036,Brakes,61652,11.8,133,46.3,2,Aggressive,Yes
12037,Battery,132527,3.5,253,44.0,0,Aggressive,Yes
12038,Engine,95468,5.6,295,20.3,7,Moderate,No
12039,Engine,55435,4.5,169,49.8,5,Conservative,Yes
12040,Engine,17684,11.1,497,38.3,0,Conservative,Yes
12041,Engine,110889,14.1,882,40.3,1,Conservative,Yes
12042,Battery,180229,7.5,208,29.2,8,Moderate,Yes
12043,Brakes,95295,10.6,159,38.3,5,Conservative,Yes
12044,Brakes,189492,2.3,163,20.8,3,Conservative,No
12045,Brakes,136522,11.3,417,35.4,5,Conservative,Yes
12046,Battery,175509,3.2,767,22.6,7,Conservative,Yes
12047,Engine,12949,3.3,125,46.0,5,Conservative,No
12048,Engine,168492,1.3,261,21.6,4,Conservative,Yes
12049,Battery,184728,12.3,178,42.4,4,Conservative,Yes
12050,Brakes,172624,1.8,488,35.4,3,Moderate,Yes
12051,Engine,131063,7.4,146,30.5,0,Aggressive,Yes
12052,Engine,163358,8.7,356,37.5,0,Conservative,Yes
12053,Engine,144007,4.8,530,39.0,9,Aggressive,Yes
12054,Engine,164997,11.9,288,49.5,1,Conservative,Yes
12055,Engine,144473,12.7,795,34.5,7,Moderate,Yes
12056,Brakes,60793,4.2,94,34.0,6,Aggressive,Yes
12057,Engine,40315,2.6,616,47.5,10,Conservative,Yes
12058,Brakes,104553,13.6,937,37.8,1,Conservative,Yes
12059,Brakes,25795,14.3,577,30.3,5,Moderate,Yes
12060,Battery,42474,11.5,453,25.5,3,Aggressive,No
12061,Battery,17523,10.1,724,26.3,3,Conservative,Yes
12062,Engine,198698,4.7,740,47.6,7,Moderate,Yes
12063,Engine,171229,14.1,579,32.9,10,Conservative,Yes
12064,Battery,158278,11.6,885,30.1,2,Moderate,Yes
12065,Engine,134823,9.9,986,23.9,7,Moderate,Yes
12066,Engine,174995,13.0,798,40.5,10,Conservative,Yes
12067,Battery,50415,8.6,474,35.3,2,Moderate,Yes
12068,Engine,174099,3.9,770,25.1,3,Moderate,Yes
12069,Brakes,70450,7.1,170,29.6,9,Moderate,No
12070,Brakes,65158,14.5,807,26.5,5,Aggressive,Yes
12071,Engine,99550,5.7,366,25.6,3,Conservative,No
12072,Engine,37683,5.7,734,49.0,10,Aggressive,Yes
12073,Battery,192727,2.3,756,49.4,0,Conservative,Yes
12074,Brakes,136462,12.0,177,35.2,1,Aggressive,Yes
12075,Brakes,39270,8.8,526,33.3,8,Conservative,Yes
12076,Engine,20913,13.8,235,35.8,10,Conservative,Yes
12077,Brakes,68007,2.8,42,26.9,0,Conservative,No
12078,Battery,17625,3.7,515,28.3,6,Aggressive,No
12079,Battery,162501,12.5,471,24.0,8,Aggressive,Yes
12080,Brakes,75306,10.7,867,28.8,6,Conservative,Yes
12081,Engine,177427,9.1,59,24.7,1,Conservative,Yes
12082,Battery,162339,11.2,662,42.5,10,Conservative,Yes
12083,Engine,80935,4.8,422,20.1,7,Conservative,No
12084,Engine,168478,13.8,610,25.1,5,Conservative,Yes
12085,Brakes,51750,1.8,507,46.1,10,Aggressive,Yes
12086,Brakes,158598,7.9,886,21.0,5,Aggressive,Yes
12087,Battery,67469,1.1,116,47.0,10,Moderate,Yes
12088,Battery,37562,2.9,85,21.7,5,Aggressive,No
12089,Battery,61776,6.0,705,48.8,10,Aggressive,Yes
12090,Battery,107050,10.4,960,43.0,5,Moderate,Yes
12091,Brakes,35138,2.8,572,25.4,4,Aggressive,No
12092,Engine,80493,11.9,352,45.7,6,Aggressive,Yes
12093,Battery,116245,5.5,818,36.0,4,Conservative,Yes
12094,Engine,172116,14.6,969,37.0,10,Aggressive,Yes
12095,Battery,41171,14.6,987,34.1,9,Aggressive,Yes
12096,Battery,43955,13.8,881,22.4,5,Aggressive,Yes
12097,Battery,149347,8.9,139,48.8,2,Aggressive,Yes
12098,Engine,32127,4.9,958,33.9,5,Aggressive,Yes
12099,Engine,92469,11.9,68,29.9,7,Conservative,Yes
12100,Engine,82166,4.4,684,46.0,2,Moderate,Yes
12101,Battery,128595,10.2,683,47.6,1,Conservative,Yes
12102,Battery,81961,1.1,998,47.4,8,Aggressive,Yes
12103,Engine,16822,1.6,348,28.0,0,Conservative,No
12104,Battery,43123,12.0,622,34.0,6,Moderate,Yes
12105,Engine,117718,4.5,244,41.3,1,Aggressive,Yes
12106,Battery,57546,2.2,187,39.0,4,Aggressive,No
12107,Brakes,190443,5.3,736,30.0,1,Moderate,Yes
12108,Engine,168593,7.6,945,43.7,9,Aggressive,Yes
12109,Brakes,120301,9.2,962,45.9,9,Moderate,Yes
12110,Battery,113807,4.5,472,38.8,8,Aggressive,Yes
12111,Brakes,163662,13.0,755,41.2,2,Aggressive,Yes
12112,Battery,14897,4.7,653,43.3,6,Moderate,Yes
12113,Engine,185745,12.9,92,47.0,3,Aggressive,Yes
12114,Battery,59873,10.5,508,49.2,4,Conservative,Yes
12115,Brakes,117010,7.4,241,23.1,2,Aggressive,Yes
12116,Engine,130496,3.1,587,45.5,7,Aggressive,Yes
12117,Brakes,140510,5.4,205,39.4,7,Conservative,Yes
12118,Brakes,31402,14.6,445,39.6,4,Moderate,Yes
12119,Battery,108631,1.3,996,38.2,1,Moderate,Yes
12120,Brakes,106357,4.9,117,31.2,9,Moderate,Yes
12121,Battery,49803,8.8,197,26.9,2,Conservative,No
12122,Engine,172664,7.1,524,32.7,2,Aggressive,Yes
12123,Battery,70311,13.0,753,25.4,1,Aggressive,Yes
12124,Engine,196366,8.8,954,36.1,9,Conservative,Yes
12125,Engine,53016,5.6,951,36.8,9,Moderate,Yes
12126,Brakes,195600,15.0,899,43.3,4,Moderate,Yes
12127,Battery,172462,8.1,630,27.3,4,Aggressive,Yes
12128,Brakes,21452,11.8,889,23.0,4,Conservative,Yes
12129,Battery,105772,2.0,474,37.8,1,Moderate,Yes
12130,Battery,141726,9.2,589,45.6,5,Aggressive,Yes
12131,Brakes,110975,2.8,254,32.9,0,Moderate,No
12132,Brakes,52556,13.1,243,33.4,0,Moderate,Yes
12133,Brakes,95261,9.0,266,32.4,2,Aggressive,Yes
12134,Battery,48398,5.0,636,29.9,6,Moderate,No
12135,Battery,83771,4.0,939,35.3,9,Conservative,Yes
12136,Brakes,66945,1.1,461,47.8,0,Moderate,Yes
12137,Battery,25544,11.1,873,47.2,5,Conservative,Yes
